2025-04-12 23:00:31,453 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-04-12 23:00:31,466 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-04-12 23:00:31,466 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-04-12 23:00:31,467 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-04-12 23:00:31,468 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-04-12 23:00:31,468 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-04-12 23:00:31,468 INFO  SwAddin.cs: 201 - Setting up command manager
2025-04-12 23:00:31,469 INFO  SwAddin.cs: 204 - Adding command manager
2025-04-12 23:00:31,471 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-04-12 23:00:31,471 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-04-12 23:00:31,472 INFO  SwAddin.cs: 210 - Adding event handlers
2025-04-12 23:00:31,473 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-04-12 23:32:31,767 INFO  SwAddin.cs: 294 - Assembly export called for file FOC_URDF
2025-04-13 00:00:26,091 INFO  SwAddin.cs: 294 - Assembly export called for file FOC_URDF
2025-04-13 00:00:26,091 INFO  SwAddin.cs: 299 - Save is required
2025-04-13 00:00:26,092 INFO  SwAddin.cs: 313 - Saving assembly
2025-04-13 00:00:26,259 INFO  SwAddin.cs: 316 - Opening property manager
2025-04-13 00:00:26,273 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FOC_URDF
2025-04-13 00:00:26,277 INFO  ExportHelperExtension.cs: 1136 - Found 91 in FOC_URDF
2025-04-13 00:00:26,277 INFO  ExportHelperExtension.cs: 1145 - Found 13 features of type [CoordSys] in FOC_URDF
2025-04-13 00:00:26,278 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-04-13 00:00:26,279 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2025-04-13 00:00:26,279 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg2-2
2025-04-13 00:00:26,280 INFO  ExportHelperExtension.cs: 1136 - Found 34 in leg2-2
2025-04-13 00:00:26,280 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg2-2
2025-04-13 00:00:26,281 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg4-2
2025-04-13 00:00:26,281 INFO  ExportHelperExtension.cs: 1136 - Found 29 in leg4-2
2025-04-13 00:00:26,281 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg4-2
2025-04-13 00:00:26,281 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg1-2
2025-04-13 00:00:26,281 INFO  ExportHelperExtension.cs: 1136 - Found 31 in leg1-2
2025-04-13 00:00:26,281 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg1-2
2025-04-13 00:00:26,283 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg2-1
2025-04-13 00:00:26,283 INFO  ExportHelperExtension.cs: 1136 - Found 34 in leg2-1
2025-04-13 00:00:26,283 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg2-1
2025-04-13 00:00:26,283 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tire-1
2025-04-13 00:00:26,283 INFO  ExportHelperExtension.cs: 1136 - Found 30 in tire-1
2025-04-13 00:00:26,284 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in tire-1
2025-04-13 00:00:26,284 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg4-1
2025-04-13 00:00:26,284 INFO  ExportHelperExtension.cs: 1136 - Found 29 in leg4-1
2025-04-13 00:00:26,284 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg4-1
2025-04-13 00:00:26,284 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from mainframe-1
2025-04-13 00:00:26,284 INFO  ExportHelperExtension.cs: 1136 - Found 59 in mainframe-1
2025-04-13 00:00:26,285 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in mainframe-1
2025-04-13 00:00:26,285 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg3-2
2025-04-13 00:00:26,285 INFO  ExportHelperExtension.cs: 1136 - Found 32 in leg3-2
2025-04-13 00:00:26,285 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg3-2
2025-04-13 00:00:26,286 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tire-2
2025-04-13 00:00:26,286 INFO  ExportHelperExtension.cs: 1136 - Found 30 in tire-2
2025-04-13 00:00:26,286 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in tire-2
2025-04-13 00:00:26,286 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg1-1
2025-04-13 00:00:26,286 INFO  ExportHelperExtension.cs: 1136 - Found 31 in leg1-1
2025-04-13 00:00:26,286 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg1-1
2025-04-13 00:00:26,287 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg3-1
2025-04-13 00:00:26,287 INFO  ExportHelperExtension.cs: 1136 - Found 32 in leg3-1
